,placeID,ave_rating,latitude,longitude,price,Rcuisine
0,135085,2.7,22.150802,-100.98268,medium,Fast_Food
1,135085,0.7,22.150802,-100.98268,medium,Fast_Food
2,135085,0.7,22.150802,-100.98268,medium,Fast_Food
3,135085,2.7,22.150802,-100.98268,medium,Fast_Food
4,135085,1.3,22.150802,-100.98268,medium,Fast_Food
5,135085,2.7,22.150802,-100.98268,medium,Fast_Food
6,135085,2.7,22.150802,-100.98268,medium,Fast_Food
7,135085,0.0,22.150802,-100.98268,medium,Fast_Food
8,135085,2.7,22.150802,-100.98268,medium,Fast_Food
9,135085,2.7,22.150802,-100.98268,medium,Fast_Food
10,135085,0.7,22.150802,-100.98268,medium,Fast_Food
11,135085,1.3,22.150802,-100.98268,medium,Fast_Food
12,135085,2.7,22.150802,-100.98268,medium,Fast_Food
13,135085,2.7,22.150802,-100.98268,medium,Fast_Food
14,135085,0.0,22.150802,-100.98268,medium,Fast_Food
15,135085,0.0,22.150802,-100.98268,medium,Fast_Food
16,135085,0.0,22.150802,-100.98268,medium,Fast_Food
17,135085,0.0,22.150802,-100.98268,medium,Fast_Food
18,135085,0.0,22.150802,-100.98268,medium,Fast_Food
19,135085,0.3,22.150802,-100.98268,medium,Fast_Food
20,135085,0.0,22.150802,-100.98268,medium,Fast_Food
21,135085,0.0,22.150802,-100.98268,medium,Fast_Food
22,135085,2.7,22.150802,-100.98268,medium,Fast_Food
23,135085,1.3,22.150802,-100.98268,medium,Fast_Food
24,135085,0.7,22.150802,-100.98268,medium,Fast_Food
25,135085,2.7,22.150802,-100.98268,medium,Fast_Food
26,135085,0.3,22.150802,-100.98268,medium,Fast_Food
27,135085,0.3,22.150802,-100.98268,medium,Fast_Food
28,135085,0.3,22.150802,-100.98268,medium,Fast_Food
29,135085,0.7,22.150802,-100.98268,medium,Fast_Food
30,135085,1.3,22.150802,-100.98268,medium,Fast_Food
31,135085,0.7,22.150802,-100.98268,medium,Fast_Food
32,135085,2.7,22.150802,-100.98268,medium,Fast_Food
33,135085,2.7,22.150802,-100.98268,medium,Fast_Food
34,135085,0.0,22.150802,-100.98268,medium,Fast_Food
35,135085,0.3,22.150802,-100.98268,medium,Fast_Food
36,132825,2.7,22.1473922,-100.983092,low,Mexican
37,132825,2.7,22.1473922,-100.983092,low,Mexican
38,132825,0.0,22.1473922,-100.983092,low,Mexican
39,132825,0.0,22.1473922,-100.983092,low,Mexican
40,132825,1.3,22.1473922,-100.983092,low,Mexican
41,132825,2.7,22.1473922,-100.983092,low,Mexican
42,132825,0.7,22.1473922,-100.983092,low,Mexican
43,132825,2.7,22.1473922,-100.983092,low,Mexican
44,132825,0.0,22.1473922,-100.983092,low,Mexican
45,132825,2.7,22.1473922,-100.983092,low,Mexican
46,132825,2.7,22.1473922,-100.983092,low,Mexican
47,132825,2.7,22.1473922,-100.983092,low,Mexican
48,132825,0.0,22.1473922,-100.983092,low,Mexican
49,132825,0.7,22.1473922,-100.983092,low,Mexican
50,132825,0.7,22.1473922,-100.983092,low,Mexican
51,132825,0.0,22.1473922,-100.983092,low,Mexican
52,132825,0.0,22.1473922,-100.983092,low,Mexican
53,132825,0.0,22.1473922,-100.983092,low,Mexican
54,132825,2.7,22.1473922,-100.983092,low,Mexican
55,132825,2.7,22.1473922,-100.983092,low,Mexican
56,132825,0.3,22.1473922,-100.983092,low,Mexican
57,132825,1.3,22.1473922,-100.983092,low,Mexican
58,132825,0.0,22.1473922,-100.983092,low,Mexican
59,132825,0.0,22.1473922,-100.983092,low,Mexican
60,132825,1.3,22.1473922,-100.983092,low,Mexican
61,132825,0.0,22.1473922,-100.983092,low,Mexican
62,132825,0.7,22.1473922,-100.983092,low,Mexican
63,132825,0.0,22.1473922,-100.983092,low,Mexican
64,132825,0.0,22.1473922,-100.983092,low,Mexican
65,132825,0.7,22.1473922,-100.983092,low,Mexican
66,132825,0.3,22.1473922,-100.983092,low,Mexican
67,132825,0.0,22.1473922,-100.983092,low,Mexican
68,135060,1.3,22.156882999999997,-100.97848499999999,medium,Seafood
69,135060,1.3,22.156882999999997,-100.97848499999999,medium,Seafood
70,135060,0.0,22.156882999999997,-100.97848499999999,medium,Seafood
71,135060,0.0,22.156882999999997,-100.97848499999999,medium,Seafood
72,135060,0.7,22.156882999999997,-100.97848499999999,medium,Seafood
73,135060,0.0,22.156882999999997,-100.97848499999999,medium,Seafood
74,135060,0.0,22.156882999999997,-100.97848499999999,medium,Seafood
75,135060,0.3,22.156882999999997,-100.97848499999999,medium,Seafood
76,135060,1.3,22.156882999999997,-100.97848499999999,medium,Seafood
77,135060,2.7,22.156882999999997,-100.97848499999999,medium,Seafood
78,135060,0.3,22.156882999999997,-100.97848499999999,medium,Seafood
79,135060,2.7,22.156882999999997,-100.97848499999999,medium,Seafood
80,135060,2.7,22.156882999999997,-100.97848499999999,medium,Seafood
81,135060,2.7,22.156882999999997,-100.97848499999999,medium,Seafood
82,135060,0.3,22.156882999999997,-100.97848499999999,medium,Seafood
83,135060,0.0,22.156882999999997,-100.97848499999999,medium,Seafood
84,135060,2.7,22.156882999999997,-100.97848499999999,medium,Seafood
85,135060,1.3,22.156882999999997,-100.97848499999999,medium,Seafood
86,135060,0.3,22.156882999999997,-100.97848499999999,medium,Seafood
87,135060,0.0,22.156882999999997,-100.97848499999999,medium,Seafood
88,135060,0.0,22.156882999999997,-100.97848499999999,medium,Seafood
89,135060,0.0,22.156882999999997,-100.97848499999999,medium,Seafood
90,135104,0.7,23.752982100000004,-99.16843409999998,medium,Mexican
91,135104,0.0,23.752982100000004,-99.16843409999998,medium,Mexican
92,135104,0.0,23.752982100000004,-99.16843409999998,medium,Mexican
93,135104,2.7,23.752982100000004,-99.16843409999998,medium,Mexican
94,135104,0.7,23.752982100000004,-99.16843409999998,medium,Mexican
95,135104,0.0,23.752982100000004,-99.16843409999998,medium,Mexican
96,135104,0.7,23.752982100000004,-99.16843409999998,medium,Mexican
97,132740,0.0,23.7521965,-99.16663170000001,low,Mexican
98,132740,0.7,23.7521965,-99.16663170000001,low,Mexican
99,132740,0.3,23.7521965,-99.16663170000001,low,Mexican
100,132740,1.3,23.7521965,-99.16663170000001,low,Mexican
101,132740,0.0,23.7521965,-99.16663170000001,low,Mexican
102,132740,0.0,23.7521965,-99.16663170000001,low,Mexican
103,132740,0.3,23.7521965,-99.16663170000001,low,Mexican
104,132740,0.7,23.7521965,-99.16663170000001,low,Mexican
105,132663,0.3,23.7525107,-99.1669536,low,Mexican
106,132663,0.0,23.7525107,-99.1669536,low,Mexican
107,132663,0.0,23.7525107,-99.1669536,low,Mexican
108,132663,0.0,23.7525107,-99.1669536,low,Mexican
109,132663,0.0,23.7525107,-99.1669536,low,Mexican
110,132663,0.7,23.7525107,-99.1669536,low,Mexican
111,132732,0.0,23.754356899999998,-99.171288,low,Mexican
112,132732,1.3,23.754356899999998,-99.171288,low,Mexican
113,132732,0.0,23.754356899999998,-99.171288,low,Mexican
114,132732,0.0,23.754356899999998,-99.171288,low,Mexican
115,132732,0.3,23.754356899999998,-99.171288,low,Mexican
116,132732,0.0,23.754356899999998,-99.171288,low,Mexican
117,132732,1.3,23.754356899999998,-99.171288,low,Mexican
118,132732,0.3,23.754356899999998,-99.171288,low,Mexican
119,132630,0.3,23.752930499999998,-99.1644725,low,Mexican
120,132630,0.0,23.752930499999998,-99.1644725,low,Mexican
121,132630,0.0,23.752930499999998,-99.1644725,low,Mexican
122,132630,0.3,23.752930499999998,-99.1644725,low,Mexican
123,132630,2.7,23.752930499999998,-99.1644725,low,Mexican
124,132630,0.3,23.752930499999998,-99.1644725,low,Mexican
125,132584,2.7,23.752364800000002,-99.16528790000001,medium,Mexican
126,132584,0.7,23.752364800000002,-99.16528790000001,medium,Mexican
127,132584,2.7,23.752364800000002,-99.16528790000001,medium,Mexican
128,132584,0.0,23.752364800000002,-99.16528790000001,medium,Mexican
129,132584,0.7,23.752364800000002,-99.16528790000001,medium,Mexican
130,132584,0.0,23.752364800000002,-99.16528790000001,medium,Mexican
131,132733,0.3,23.752707100000002,-99.1625655,medium,Pizzeria
132,132733,2.7,23.752707100000002,-99.1625655,medium,Pizzeria
133,132733,2.7,23.752707100000002,-99.1625655,medium,Pizzeria
134,132733,1.3,23.752707100000002,-99.1625655,medium,Pizzeria
135,132733,0.7,23.752707100000002,-99.1625655,medium,Pizzeria
136,132733,2.7,23.752707100000002,-99.1625655,medium,Pizzeria
137,132733,0.3,23.752707100000002,-99.1625655,medium,Pizzeria
138,132733,0.0,23.752707100000002,-99.1625655,medium,Pizzeria
139,132733,0.3,23.752707100000002,-99.1625655,medium,Pizzeria
140,132733,0.0,23.752707100000002,-99.1625655,medium,Pizzeria
141,132560,0.0,23.752304100000003,-99.16691329999999,low,Regional
142,132560,0.0,23.752304100000003,-99.16691329999999,low,Regional
